Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
../training_images/Final_Training/Images/00043/0_18930.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/10743.ppm,34,34,0,0,34,34,43
../training_images/Final_Training/Images/00043/0_14649.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_3421.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_15468.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_11734.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_14715.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_11058.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_8274.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_17562.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_16861.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_20331.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_6395.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_17547.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_8475.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_1675.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_12026.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_120.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_2581.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_5455.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_8259.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_7364.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_20163.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_6205.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_3890.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_16476.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_1263.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_18737.ppm,128,128,0,0,128,128,43
../training_images/Final_Training/Images/00043/0_15748.ppm,128,128,0,0,128,128,43
